scenario,team,site,nb_rescues
SCENARIO-45,TEAM-3,SITE-26,6.0
SCENARIO-45,TEAM-3,SITE-26,6.0
SCENARIO-45,TEAM-3,SITE-1,14.0
SCENARIO-45,TEAM-3,SITE-17,10.0
SCENARIO-45,TEAM-3,SITE-26,4.0
SCENARIO-45,TEAM-3,SITE-36,4.999999999999999
SCENARIO-45,TEAM-3,SITE-36,17.0
SCENARIO-45,TEAM-3,SITE-1,2.0
SCENARIO-45,TEAM-3,SITE-36,10.0
SCENARIO-45,TEAM-3,SITE-1,9.0
SCENARIO-45,TEAM-3,SITE-17,10.0
SCENARIO-45,TEAM-3,SITE-36,19.0
SCENARIO-45,TEAM-3,SITE-17,9.0
SCENARIO-45,TEAM-3,SITE-26,3.0
SCENARIO-45,TEAM-3,SITE-26,5.0
SCENARIO-45,TEAM-3,SITE-1,8.0
SCENARIO-45,TEAM-3,SITE-26,16.0
SCENARIO-46,TEAM-3,SITE-1,17.0
SCENARIO-46,TEAM-3,SITE-36,11.0
SCENARIO-46,TEAM-3,SITE-26,14.0
SCENARIO-46,TEAM-3,SITE-26,13.0
SCENARIO-46,TEAM-3,SITE-26,16.0
SCENARIO-46,TEAM-3,SITE-17,17.0
SCENARIO-46,TEAM-3,SITE-17,3.0
SCENARIO-46,TEAM-3,SITE-1,2.0
SCENARIO-46,TEAM-3,SITE-1,18.0
SCENARIO-46,TEAM-3,SITE-17,14.0
SCENARIO-46,TEAM-3,SITE-36,10.0
SCENARIO-46,TEAM-3,SITE-1,5.0
SCENARIO-46,TEAM-3,SITE-17,7.0
SCENARIO-46,TEAM-3,SITE-17,20.0
SCENARIO-46,TEAM-3,SITE-36,13.0
SCENARIO-46,TEAM-3,SITE-36,9.0
SCENARIO-46,TEAM-3,SITE-26,1.0
SCENARIO-46,TEAM-3,SITE-17,20.0
SCENARIO-46,TEAM-3,SITE-26,2.0
SCENARIO-46,TEAM-3,SITE-17,2.0
SCENARIO-46,TEAM-3,SITE-36,10.0
SCENARIO-46,TEAM-3,SITE-26,20.0
SCENARIO-46,TEAM-3,SITE-26,9.0
SCENARIO-46,TEAM-3,SITE-26,1.0
SCENARIO-46,TEAM-3,SITE-26,7.0
SCENARIO-46,TEAM-3,SITE-26,16.0
SCENARIO-46,TEAM-3,SITE-36,8.0
SCENARIO-46,TEAM-3,SITE-36,19.0
SCENARIO-46,TEAM-3,SITE-26,1.0
SCENARIO-46,TEAM-3,SITE-36,12.0
SCENARIO-46,TEAM-3,SITE-1,13.0
SCENARIO-46,TEAM-3,SITE-1,3.0
SCENARIO-46,TEAM-3,SITE-36,8.0
SCENARIO-46,TEAM-3,SITE-1,10.0
SCENARIO-46,TEAM-3,SITE-17,17.0
SCENARIO-46,TEAM-3,SITE-1,15.0
SCENARIO-46,TEAM-3,SITE-1,14.0
SCENARIO-46,TEAM-3,SITE-1,3.0
SCENARIO-47,TEAM-3,SITE-1,5.0
SCENARIO-47,TEAM-3,SITE-36,16.0
SCENARIO-47,TEAM-3,SITE-36,7.0
SCENARIO-47,TEAM-3,SITE-1,15.0
SCENARIO-47,TEAM-3,SITE-26,12.0
SCENARIO-47,TEAM-3,SITE-36,7.0
SCENARIO-47,TEAM-3,SITE-17,2.0
SCENARIO-47,TEAM-3,SITE-17,9.0
SCENARIO-47,TEAM-3,SITE-17,3.0
SCENARIO-47,TEAM-3,SITE-17,5.0
SCENARIO-47,TEAM-3,SITE-36,4.0
SCENARIO-47,TEAM-3,SITE-26,14.0
SCENARIO-47,TEAM-3,SITE-1,11.0
SCENARIO-47,TEAM-3,SITE-1,14.0
SCENARIO-47,TEAM-3,SITE-36,13.0
SCENARIO-47,TEAM-3,SITE-26,3.0
SCENARIO-47,TEAM-3,SITE-17,16.0
SCENARIO-47,TEAM-3,SITE-26,7.0
SCENARIO-47,TEAM-3,SITE-36,15.0
SCENARIO-47,TEAM-3,SITE-1,9.0
SCENARIO-47,TEAM-3,SITE-26,8.0
SCENARIO-47,TEAM-3,SITE-1,12.0
SCENARIO-47,TEAM-3,SITE-26,13.0
SCENARIO-47,TEAM-3,SITE-36,15.0
SCENARIO-47,TEAM-3,SITE-1,16.0
SCENARIO-47,TEAM-3,SITE-26,11.0
SCENARIO-47,TEAM-3,SITE-1,6.0
SCENARIO-47,TEAM-3,SITE-26,7.0
SCENARIO-47,TEAM-3,SITE-36,4.0
SCENARIO-47,TEAM-3,SITE-36,4.999999999999999
SCENARIO-47,TEAM-3,SITE-1,4.0
SCENARIO-47,TEAM-3,SITE-36,5.0
SCENARIO-47,TEAM-3,SITE-17,11.000000000000002
SCENARIO-47,TEAM-3,SITE-1,8.0
SCENARIO-47,TEAM-3,SITE-17,17.0
SCENARIO-47,TEAM-3,SITE-36,5.0
SCENARIO-47,TEAM-3,SITE-17,7.0
SCENARIO-47,TEAM-3,SITE-17,13.0
SCENARIO-47,TEAM-3,SITE-26,7.0
SCENARIO-47,TEAM-3,SITE-17,17.0
SCENARIO-47,TEAM-3,SITE-36,4.0
SCENARIO-47,TEAM-3,SITE-26,18.0
SCENARIO-48,TEAM-3,SITE-1,2.0
SCENARIO-48,TEAM-3,SITE-36,16.0
SCENARIO-48,TEAM-3,SITE-36,9.0
SCENARIO-48,TEAM-3,SITE-26,14.0
SCENARIO-48,TEAM-3,SITE-26,1.0
SCENARIO-48,TEAM-3,SITE-1,13.0
SCENARIO-48,TEAM-3,SITE-1,12.0
SCENARIO-48,TEAM-3,SITE-17,16.0
SCENARIO-48,TEAM-3,SITE-36,12.0
SCENARIO-48,TEAM-3,SITE-26,6.0
SCENARIO-48,TEAM-3,SITE-17,17.0
SCENARIO-48,TEAM-3,SITE-1,16.0
SCENARIO-48,TEAM-3,SITE-36,15.0
SCENARIO-48,TEAM-3,SITE-26,4.0
SCENARIO-48,TEAM-3,SITE-26,2.0
SCENARIO-48,TEAM-3,SITE-26,17.0
SCENARIO-48,TEAM-3,SITE-1,2.0
SCENARIO-48,TEAM-3,SITE-26,12.0
SCENARIO-48,TEAM-3,SITE-1,14.0
SCENARIO-48,TEAM-3,SITE-1,8.0
SCENARIO-48,TEAM-3,SITE-1,13.0
SCENARIO-48,TEAM-3,SITE-1,11.0
SCENARIO-48,TEAM-3,SITE-17,12.0
SCENARIO-48,TEAM-3,SITE-26,8.0
SCENARIO-48,TEAM-3,SITE-36,18.0
SCENARIO-48,TEAM-3,SITE-26,7.0
SCENARIO-48,TEAM-3,SITE-1,1.0
SCENARIO-48,TEAM-3,SITE-1,1.0
SCENARIO-48,TEAM-3,SITE-17,16.0
SCENARIO-48,TEAM-3,SITE-26,2.0
SCENARIO-48,TEAM-3,SITE-36,14.0
SCENARIO-48,TEAM-3,SITE-1,7.0
SCENARIO-48,TEAM-3,SITE-26,14.0
SCENARIO-48,TEAM-3,SITE-26,4.0
SCENARIO-48,TEAM-3,SITE-17,19.0
SCENARIO-48,TEAM-3,SITE-17,20.0
SCENARIO-48,TEAM-3,SITE-36,16.0
SCENARIO-48,TEAM-3,SITE-26,9.0
SCENARIO-49,TEAM-3,SITE-36,19.0
SCENARIO-49,TEAM-3,SITE-26,11.0
SCENARIO-49,TEAM-3,SITE-1,11.0
SCENARIO-49,TEAM-3,SITE-26,11.0
SCENARIO-49,TEAM-3,SITE-1,9.0
SCENARIO-49,TEAM-3,SITE-36,5.0
SCENARIO-49,TEAM-3,SITE-1,4.0
SCENARIO-49,TEAM-3,SITE-1,6.0
SCENARIO-49,TEAM-3,SITE-17,19.0
SCENARIO-49,TEAM-3,SITE-1,12.0
SCENARIO-49,TEAM-3,SITE-17,1.0
SCENARIO-49,TEAM-3,SITE-36,15.0
SCENARIO-49,TEAM-3,SITE-36,9.0
SCENARIO-49,TEAM-3,SITE-26,14.0
SCENARIO-49,TEAM-3,SITE-26,4.0
SCENARIO-49,TEAM-3,SITE-26,10.0
SCENARIO-49,TEAM-3,SITE-1,11.0
SCENARIO-49,TEAM-3,SITE-36,19.0
SCENARIO-49,TEAM-3,SITE-17,12.0
SCENARIO-49,TEAM-3,SITE-1,9.0
SCENARIO-49,TEAM-3,SITE-1,12.0
SCENARIO-49,TEAM-3,SITE-17,16.0
SCENARIO-49,TEAM-3,SITE-36,18.0
SCENARIO-49,TEAM-3,SITE-26,7.0
SCENARIO-49,TEAM-3,SITE-1,13.0
SCENARIO-49,TEAM-3,SITE-1,8.0
SCENARIO-49,TEAM-3,SITE-1,5.0
SCENARIO-49,TEAM-3,SITE-26,16.0
SCENARIO-49,TEAM-3,SITE-17,16.0
SCENARIO-49,TEAM-3,SITE-26,17.0
SCENARIO-49,TEAM-3,SITE-17,16.0
SCENARIO-49,TEAM-3,SITE-17,20.0
SCENARIO-49,TEAM-3,SITE-36,15.0
SCENARIO-49,TEAM-3,SITE-26,10.0
SCENARIO-50,TEAM-3,SITE-1,8.0
SCENARIO-50,TEAM-3,SITE-36,13.0
SCENARIO-50,TEAM-3,SITE-36,9.0
SCENARIO-50,TEAM-3,SITE-36,14.0
SCENARIO-50,TEAM-3,SITE-17,20.0
SCENARIO-50,TEAM-3,SITE-26,16.0
SCENARIO-50,TEAM-3,SITE-1,1.0
SCENARIO-50,TEAM-3,SITE-1,8.0
SCENARIO-50,TEAM-3,SITE-1,14.0
SCENARIO-50,TEAM-3,SITE-1,2.0
SCENARIO-50,TEAM-3,SITE-17,19.0
SCENARIO-50,TEAM-3,SITE-1,3.0
SCENARIO-50,TEAM-3,SITE-1,8.0
SCENARIO-50,TEAM-3,SITE-17,17.999999999999996
SCENARIO-50,TEAM-3,SITE-26,5.0
SCENARIO-50,TEAM-3,SITE-36,11.0
SCENARIO-50,TEAM-3,SITE-17,19.0
SCENARIO-50,TEAM-3,SITE-1,8.0
SCENARIO-50,TEAM-3,SITE-17,19.0
SCENARIO-50,TEAM-3,SITE-1,1.4210854715202004e-14
SCENARIO-50,TEAM-3,SITE-1,9.0
SCENARIO-50,TEAM-3,SITE-26,7.0
SCENARIO-50,TEAM-3,SITE-26,12.0
SCENARIO-50,TEAM-3,SITE-26,15.0
SCENARIO-50,TEAM-3,SITE-36,11.0
SCENARIO-50,TEAM-3,SITE-36,10.0
SCENARIO-50,TEAM-3,SITE-26,18.0
SCENARIO-50,TEAM-3,SITE-36,13.0
SCENARIO-50,TEAM-3,SITE-1,3.0
SCENARIO-50,TEAM-3,SITE-17,5.0
SCENARIO-50,TEAM-3,SITE-36,19.0
SCENARIO-50,TEAM-3,SITE-1,17.0
SCENARIO-50,TEAM-3,SITE-1,6.999999999999989
SCENARIO-50,TEAM-3,SITE-26,11.0
SCENARIO-50,TEAM-3,SITE-26,6.0
SCENARIO-50,TEAM-3,SITE-1,12.0
SCENARIO-50,TEAM-3,SITE-26,10.0
